NumeroRegistro;Sección;Denominación;Domicilio social;Código;Fecha;
6686;PRIMERA;DE CRIADORES DE GANADO OVINO DE RAZA CARRANZANA Y CARRANZANA VARIEDAD NEGRA DE CANTABRIA (ASOCAN); BARRIO EL PUENTE Nº S/N, CP: 39788, AGÜERA, CANTABRIA;836;11/12/2018;
6687;PRIMERA;RASTRILLO SOLIDARIO DE CASTRO-URDIALES; CALLE TERESA DE CALCUTA Nº 18 3 A, CP: 39700, CASTRO-URDIALES, CANTABRIA;771;11/12/2018;
6688;PRIMERA;SOCIO-CULTURAL NATUAVENTURA NORTE;ALBERGUE LAS INDIANAS CALLE LA CORRALIZA Nº 30, CP: 39210, VILLAR, CANTABRIA;321;11/12/2018;
6689;PRIMERA;DE VECINOS SAN CIPRIANO DE BOLMIR;ANTIGUAS ESCUELAS DE BOLMIR CALLE PRIMERO DE MAYO Nº 5, CP: 39213, BOLMIR, CANTABRIA;129;11/12/2018;
6690;PRIMERA;LAS SINSOMBRERO-ASOCIACIÓN FEMINISTA Y LGTBI DE CASTRO URDIALES; CALLE SIERVA DE JESÚS  Nº 5 22, CP: 39700, CASTRO-URDIALES, CANTABRIA;103;17/12/2018;
6691;PRIMERA;"CULTURAL MUSICAL ""LAS SEIS CUERDAS"""; CALLE CELESTINO DEL PIÉLAGO Nº 10 5º C, CP: 39740, SANTOÑA, CANTABRIA;125;17/12/2018;
6692;PRIMERA;ACTIVATE. PARA LA PROMOCIÓN DEL EJERCICIO COMO MEDICINA;CENTRO DE MEDICINA DEPORTIVA MONTEVERDE CALLE TRISTANA Nº 21, CP: 39012, MONTE, CANTABRIA;426;20/12/2018;
6693;PRIMERA;TRIBU LOS BLENDIOS;AGUECAN CALLE SAN JORGE Nº 2, CP: 39400, CORRALES (LOS), CANTABRIA;922;26/12/2018;
6694;PRIMERA;SANTANDER GREEN HOUSE; AVENIDA DE LOS CASTROS  Nº 81 BAJO 1, CP: 39005, SANTANDER, CANTABRIA;103;27/12/2018;
6695;PRIMERA;SUMANDO,  (ASOCIACIÓN DE PROYECTOS DE COLABORACIÓN INFANTIL); PLAZA ARGENTA Nº 3 ENT. 4, CP: 39700, CASTRO-URDIALES, CANTABRIA;771;07/01/2019;
